Manufacturer,Model,Engine size,Fuel type,Year of manufacture,Mileage,Price,car_age,price_per_km,mileage_per_year,engine_size_category,ID
Toyota,RAV4,2.2,Hybrid,2018,39082,51898,8,1.33,39082,Medium,340
VW,Passat,1.8,Diesel,2001,171268,4296,25,0.03,171268,Small,341
BMW,M5,4.4,Petrol,2011,78714,48487,15,0.62,78714,Large,342
VW,Passat,2.0,Diesel,2011,73733,18680,15,0.25,73733,Small,343
Ford,Mondeo,1.8,Diesel,1997,242305,1659,29,0.01,242305,Small,344
Ford,Mondeo,1.8,Diesel,2001,166344,4239,25,0.03,166344,Small,345
Toyota,Yaris,1.2,Hybrid,1990,97463,2633,36,0.03,97463,Small,346
Ford,Mondeo,1.4,Diesel,2013,50433,19668,13,0.39,50433,Small,347
Ford,Mondeo,1.4,Diesel,2018,24229,32057,8,1.32,24229,Small,348
BMW,Z4,2.2,Petrol,2009,74444,17133,17,0.23,74444,Medium,349
Toyota,RAV4,2.2,Hybrid,2016,45462,43702,10,0.96,45462,Medium,350
Ford,Mondeo,1.4,Diesel,2006,89524,9500,20,0.11,89524,Small,351
VW,Passat,1.6,Petrol,1991,16000,5963,35,0.37,16000,Small,352
Ford,Mondeo,2.0,Diesel,2022,1487,56459,4,37.97,1487,Small,353
VW,Golf,1.4,Petrol,2011,87947,10825,15,0.12,87947,Small,354
Ford,Mondeo,1.6,Diesel,2016,40113,27354,10,0.68,40113,Small,355
VW,Golf,1.4,Diesel,2000,76717,5902,26,0.08,76717,Small,356
VW,Passat,1.4,Petrol,1991,269218,769,35,0.0,269218,Small,357
Toyota,Prius,1.0,Hybrid,2015,48540,23011,11,0.47,48540,Small,358
Toyota,Prius,1.4,Hybrid,2013,88811,18232,13,0.21,88811,Small,359
Toyota,Yaris,1.0,Petrol,2002,84781,4880,24,0.06,84781,Small,360
Toyota,RAV4,2.2,Hybrid,1989,272683,1142,37,0.0,272683,Medium,361
Ford,Mondeo,1.6,Diesel,2018,46461,30075,8,0.65,46461,Small,362
Toyota,RAV4,1.8,Hybrid,2014,53321,32948,12,0.62,53321,Small,363
Ford,Mondeo,1.6,Petrol,1994,264924,989,32,0.0,264924,Small,364
Porsche,Cayenne,4.0,Petrol,2000,145140,10699,26,0.07,145140,Large,365
Toyota,Prius,1.8,Hybrid,2007,132296,9998,19,0.08,132296,Small,366
VW,Golf,1.2,Diesel,1997,144909,2682,29,0.02,144909,Small,367
Ford,Fiesta,1.0,Diesel,1986,138224,1019,40,0.01,138224,Small,368
Porsche,718 Cayman,4.0,Petrol,1988,219671,2140,38,0.01,219671,Large,369
VW,Passat,1.4,Diesel,1989,371762,264,37,0.0,371762,Small,370
VW,Passat,1.4,Diesel,1990,74327,3838,36,0.05,74327,Small,371
VW,Golf,1.6,Petrol,1989,205047,1037,37,0.01,205047,Small,372
Ford,Mondeo,1.6,Diesel,2022,7454,48982,4,6.57,7454,Small,373
VW,Golf,2.0,Diesel,2016,11234,30509,10,2.72,11234,Small,374
VW,Polo,1.6,Petrol,2010,97296,8531,16,0.09,97296,Small,375
VW,Golf,2.0,Petrol,2017,44227,25745,9,0.58,44227,Small,376
VW,Passat,1.4,Diesel,1985,267541,549,41,0.0,267541,Small,377
BMW,Z4,2.2,Petrol,1997,250431,1806,29,0.01,250431,Medium,378
Ford,Fiesta,1.2,Petrol,1989,149015,1190,37,0.01,149015,Small,379
Toyota,RAV4,2.0,Hybrid,2004,138340,9666,22,0.07,138340,Small,380
Toyota,Yaris,1.2,Hybrid,1987,133425,1640,39,0.01,133425,Small,381
Toyota,Prius,1.0,Hybrid,2001,143411,4571,25,0.03,143411,Small,382
VW,Polo,1.4,Petrol,2016,40742,17342,10,0.43,40742,Small,383
BMW,M5,5.0,Petrol,1999,82222,22668,27,0.28,82222,Large,384
VW,Golf,1.4,Petrol,2012,49674,14925,14,0.3,49674,Small,385
VW,Polo,1.6,Petrol,2012,66103,12102,14,0.18,66103,Small,386
VW,Golf,1.6,Petrol,1999,91360,5075,27,0.06,91360,Small,387
VW,Polo,2.0,Petrol,1990,215167,954,36,0.0,215167,Small,388
BMW,M5,4.0,Petrol,2006,30902,44836,20,1.45,30902,Large,389
Porsche,911,3.0,Petrol,2014,65307,63310,12,0.97,65307,Medium,390
Toyota,Prius,1.8,Hybrid,2018,19017,44797,8,2.36,19017,Small,391
Toyota,Yaris,1.4,Hybrid,2007,143360,6209,19,0.04,143360,Small,392
BMW,Z4,2.4,Petrol,2021,4915,60317,5,12.27,4915,Medium,393
BMW,Z4,3.0,Petrol,1993,260043,1477,33,0.01,260043,Medium,394
Ford,Focus,1.4,Petrol,2015,36919,23449,11,0.64,36919,Small,395
VW,Polo,1.4,Petrol,2001,105306,4129,25,0.04,105306,Small,396
Toyota,Prius,1.8,Hybrid,1992,231649,1569,34,0.01,231649,Small,397
Ford,Focus,1.6,Petrol,1994,74472,4869,32,0.07,74472,Small,398
Toyota,Yaris,1.2,Petrol,2012,102514,9168,14,0.09,102514,Small,399
VW,Polo,1.0,Petrol,1997,134735,2132,29,0.02,134735,Small,400
Ford,Focus,1.6,Petrol,1992,175881,1944,34,0.01,175881,Small,401
Porsche,Cayenne,3.0,Petrol,2006,126718,16004,20,0.13,126718,Medium,402
Toyota,Prius,1.8,Hybrid,2008,86326,15075,18,0.17,86326,Small,403
Ford,Fiesta,1.4,Petrol,1992,245794,673,34,0.0,245794,Small,404
VW,Passat,1.6,Diesel,1988,210194,1213,38,0.01,210194,Small,405
BMW,M5,4.0,Petrol,1984,89953,7064,42,0.08,89953,Large,406
Ford,Fiesta,1.0,Petrol,2006,113610,4460,20,0.04,113610,Small,407
VW,Passat,2.0,Diesel,2003,106761,8665,23,0.08,106761,Small,408
Ford,Fiesta,1.4,Petrol,1992,280925,485,34,0.0,280925,Small,409
Ford,Fiesta,1.2,Petrol,2018,29268,19119,8,0.65,29268,Small,410
Ford,Mondeo,1.8,Diesel,2014,21377,28286,12,1.32,21377,Small,411
Ford,Focus,1.4,Petrol,2010,67366,13881,16,0.21,67366,Small,412
Toyota,Yaris,1.4,Hybrid,2018,26795,29102,8,1.09,26795,Small,413
BMW,Z4,2.4,Petrol,2018,15028,46830,8,3.12,15028,Medium,414
Ford,Focus,1.4,Petrol,1995,144557,2883,31,0.02,144557,Small,415
VW,Passat,1.6,Diesel,2011,53818,19033,15,0.35,53818,Small,416
Ford,Fiesta,1.0,Petrol,2005,165149,2762,21,0.02,165149,Small,417
BMW,M5,4.4,Petrol,1995,157046,9184,31,0.06,157046,Large,418
Ford,Mondeo,1.8,Diesel,2002,48312,10853,24,0.22,48312,Small,419
Porsche,911,2.2,Petrol,1998,172529,8241,28,0.05,172529,Medium,420
VW,Polo,1.2,Petrol,2018,33619,19135,8,0.57,33619,Small,421
VW,Passat,2.0,Diesel,2001,210531,3218,25,0.02,210531,Small,422
Porsche,911,2.2,Petrol,1995,170716,6851,31,0.04,170716,Medium,423
Ford,Focus,1.0,Petrol,2005,102319,6582,21,0.06,102319,Small,424
Ford,Focus,1.6,Petrol,1992,83482,4005,34,0.05,83482,Small,425
BMW,Z4,2.0,Petrol,2003,184605,4636,23,0.03,184605,Small,426
Toyota,Yaris,1.2,Hybrid,2011,68974,13024,15,0.19,68974,Small,427
Toyota,Yaris,1.2,Hybrid,2007,87731,8770,19,0.1,87731,Small,428
Toyota,Prius,1.4,Hybrid,2003,91908,9156,23,0.1,91908,Small,429
VW,Polo,1.2,Petrol,2009,115991,6014,17,0.05,115991,Small,430
VW,Passat,2.0,Diesel,2003,99554,9137,23,0.09,99554,Small,431
VW,Golf,2.0,Petrol,1993,210355,1445,33,0.01,210355,Small,432
VW,Golf,2.0,Diesel,1994,64859,5119,32,0.08,64859,Small,433
BMW,X3,2.0,Petrol,2014,53491,27457,12,0.51,53491,Small,434
Ford,Fiesta,1.4,Petrol,2020,16418,25347,6,1.54,16418,Small,435
Toyota,Prius,1.8,Hybrid,1995,98303,5816,31,0.06,98303,Small,436
Ford,Fiesta,1.2,Petrol,2003,144351,3143,23,0.02,144351,Small,437
VW,Polo,1.4,Petrol,1991,130465,1749,35,0.01,130465,Small,438
Ford,Focus,1.6,Petrol,1992,289432,694,34,0.0,289432,Small,439
Porsche,911,2.6,Petrol,2006,129563,21707,20,0.17,129563,Medium,440
Ford,Mondeo,1.6,Petrol,1999,87358,6159,27,0.07,87358,Small,441
Toyota,Prius,1.4,Hybrid,1992,187590,2049,34,0.01,187590,Small,442
VW,Polo,1.2,Petrol,2002,90194,4561,24,0.05,90194,Small,443
Toyota,Yaris,1.4,Petrol,2003,23923,9067,23,0.38,23923,Small,444
Toyota,Prius,1.8,Hybrid,1988,206162,1512,38,0.01,206162,Small,445
Porsche,718 Cayman,4.0,Petrol,2013,40361,45357,13,1.12,40361,Large,446
Toyota,RAV4,1.8,Hybrid,2011,113594,17732,15,0.16,113594,Small,447
VW,Golf,1.8,Hybrid,1993,206465,1702,33,0.01,206465,Small,448
Porsche,718 Cayman,2.4,Petrol,2016,26038,46644,10,1.79,26038,Medium,449
Toyota,Yaris,1.0,Petrol,1986,341124,178,40,0.0,341124,Small,450
Ford,Mondeo,1.4,Diesel,1996,147377,3134,30,0.02,147377,Small,451
Toyota,Yaris,1.2,Petrol,2005,69909,7229,21,0.1,69909,Small,452
Ford,Focus,1.6,Diesel,2006,83961,10659,20,0.13,83961,Small,453
VW,Golf,1.8,Hybrid,2016,27600,30239,10,1.1,27600,Small,454
Toyota,RAV4,1.8,Hybrid,2014,63889,30785,12,0.48,63889,Small,455
Toyota,RAV4,1.8,Hybrid,1992,189028,2697,34,0.01,189028,Small,456
Toyota,RAV4,2.0,Hybrid,1990,120842,4361,36,0.04,120842,Small,457
VW,Golf,1.4,Hybrid,2003,166709,4126,23,0.02,166709,Small,458
BMW,X3,2.0,Diesel,2013,49046,27731,13,0.57,49046,Small,459
Toyota,Prius,1.4,Hybrid,1998,229464,2106,28,0.01,229464,Small,460
Porsche,718 Cayman,2.0,Petrol,2014,91341,24511,12,0.27,91341,Small,461
VW,Polo,1.4,Petrol,1995,127882,2330,31,0.02,127882,Small,462
BMW,M5,4.4,Petrol,1994,179812,7091,32,0.04,179812,Large,463
Ford,Fiesta,1.2,Petrol,2008,43714,9014,18,0.21,43714,Small,464
Porsche,Cayenne,3.5,Diesel,1998,83442,14668,28,0.18,83442,Large,465
VW,Passat,1.6,Diesel,2002,135733,5800,24,0.04,135733,Small,466
VW,Golf,1.4,Petrol,2018,13954,27379,8,1.96,13954,Small,467
VW,Polo,1.2,Petrol,1994,243498,746,32,0.0,243498,Small,468
BMW,X3,2.0,Diesel,2016,47735,34147,10,0.72,47735,Small,469
Porsche,718 Cayman,4.0,Petrol,1995,154629,5991,31,0.04,154629,Large,470
VW,Golf,1.6,Diesel,1998,161333,2893,28,0.02,161333,Small,471
Ford,Fiesta,1.2,Petrol,1998,156867,2033,28,0.01,156867,Small,472
Toyota,RAV4,2.0,Hybrid,2022,9373,76303,4,8.14,9373,Small,473
VW,Passat,1.4,Diesel,2002,115000,6374,24,0.06,115000,Small,474
VW,Golf,1.8,Hybrid,2013,56706,20768,13,0.37,56706,Small,475
Ford,Mondeo,1.6,Diesel,1993,138312,2951,33,0.02,138312,Small,476
Toyota,Yaris,1.2,Petrol,2020,20558,26565,6,1.29,20558,Small,477
Porsche,Cayenne,2.6,Diesel,2001,71217,16789,25,0.24,71217,Medium,478
Toyota,RAV4,2.0,Hybrid,2018,27542,52923,8,1.92,27542,Small,479
Ford,Mondeo,1.8,Diesel,2012,39923,22247,14,0.56,39923,Small,480
Porsche,718 Cayman,2.4,Petrol,1998,252380,2395,28,0.01,252380,Medium,481
Toyota,RAV4,2.0,Hybrid,1993,113342,5640,33,0.05,113342,Small,482
Ford,Focus,1.4,Petrol,1993,106066,3403,33,0.03,106066,Small,483
Toyota,RAV4,2.2,Hybrid,2014,39814,39577,12,0.99,39814,Medium,484
Toyota,RAV4,2.4,Hybrid,2002,178115,6664,24,0.04,178115,Medium,485
Toyota,Prius,1.8,Hybrid,1989,234308,1254,37,0.01,234308,Small,486
Toyota,Prius,1.8,Hybrid,2014,51034,28437,12,0.56,51034,Small,487
Toyota,RAV4,2.0,Petrol,2003,148838,6923,23,0.05,148838,Small,488
Toyota,RAV4,2.0,Hybrid,2010,116749,17071,16,0.15,116749,Small,489
VW,Passat,1.4,Petrol,1991,318300,482,35,0.0,318300,Small,490
Ford,Focus,2.0,Diesel,2005,70202,12248,21,0.17,70202,Small,491
Toyota,RAV4,2.4,Hybrid,2010,52925,29212,16,0.55,52925,Medium,492
VW,Passat,2.0,Diesel,1998,112170,5962,28,0.05,112170,Small,493
Ford,Fiesta,1.2,Petrol,2003,203556,1901,23,0.01,203556,Small,494
Ford,Mondeo,1.8,Diesel,2009,32884,18987,17,0.58,32884,Small,495
VW,Golf,1.2,Petrol,2005,113136,5586,21,0.05,113136,Small,496
VW,Golf,1.4,Petrol,1985,269090,414,41,0.0,269090,Small,497
Toyota,RAV4,2.0,Petrol,2015,31102,35379,11,1.14,31102,Small,498
Toyota,Yaris,1.4,Hybrid,2021,10276,38901,5,3.79,10276,Small,499
Ford,Mondeo,1.8,Diesel,2013,5000,28875,13,5.78,5000,Small,500
Ford,Focus,1.0,Petrol,2018,26840,25660,8,0.96,26840,Small,501
Toyota,RAV4,2.2,Hybrid,2007,69206,20606,19,0.3,69206,Medium,502
VW,Polo,1.6,Petrol,2014,63006,14112,12,0.22,63006,Small,503
VW,Polo,1.4,Petrol,2016,45610,16837,10,0.37,45610,Small,504
Toyota,Yaris,1.0,Hybrid,2000,86902,5050,26,0.06,86902,Small,505
VW,Passat,2.0,Petrol,2001,78868,8819,25,0.11,78868,Small,506
BMW,Z4,2.4,Petrol,2017,57884,34025,9,0.59,57884,Medium,507
Ford,Mondeo,1.4,Diesel,1993,196763,1688,33,0.01,196763,Small,508
VW,Golf,1.6,Hybrid,2003,110332,6919,23,0.06,110332,Small,509
VW,Golf,1.4,Diesel,1991,289646,534,35,0.0,289646,Small,510
VW,Polo,1.6,Petrol,2011,72003,10885,15,0.15,72003,Small,511
VW,Passat,1.8,Petrol,2018,42360,32909,8,0.78,42360,Small,512
Ford,Mondeo,1.8,Diesel,2015,50432,25483,11,0.51,50432,Small,513
Toyota,RAV4,1.8,Petrol,2003,171088,5458,23,0.03,171088,Small,514
VW,Golf,1.8,Petrol,2015,40271,21892,11,0.54,40271,Small,515
Toyota,Yaris,1.0,Hybrid,2013,69437,13543,13,0.2,69437,Small,516
Toyota,RAV4,2.2,Hybrid,2015,28056,45312,11,1.62,28056,Medium,517
VW,Passat,2.0,Diesel,1985,287515,544,41,0.0,287515,Small,518
BMW,X3,2.4,Diesel,2001,144238,6871,25,0.05,144238,Medium,519
Toyota,RAV4,2.4,Hybrid,1993,140537,4997,33,0.04,140537,Medium,520
Ford,Focus,1.0,Petrol,2013,55408,15484,13,0.28,55408,Small,521
Toyota,Yaris,1.4,Petrol,2002,149944,3514,24,0.02,149944,Small,522
VW,Golf,1.8,Petrol,2021,6373,39459,5,6.19,6373,Small,523
Toyota,RAV4,2.4,Hybrid,2007,112049,15867,19,0.14,112049,Medium,524
Toyota,Prius,1.8,Hybrid,2005,64815,14287,21,0.22,64815,Small,525
Toyota,RAV4,1.8,Hybrid,2007,46955,21497,19,0.46,46955,Small,526
Ford,Focus,1.0,Petrol,2006,102666,7017,20,0.07,102666,Small,527
VW,Polo,1.4,Diesel,2014,62309,13923,12,0.22,62309,Small,528
Toyota,RAV4,1.8,Hybrid,1993,196835,2693,33,0.01,196835,Small,529
VW,Golf,1.2,Petrol,2017,33865,21213,9,0.63,33865,Small,530
Porsche,911,2.2,Petrol,2018,22199,91965,8,4.14,22199,Medium,531
Toyota,Yaris,1.4,Hybrid,2001,109136,5434,25,0.05,109136,Small,532
Porsche,Cayenne,4.0,Petrol,2002,90474,18556,24,0.21,90474,Large,533
Toyota,RAV4,2.0,Hybrid,2018,20952,54914,8,2.62,20952,Small,534
Ford,Mondeo,1.4,Diesel,1996,103176,4418,30,0.04,103176,Small,535
VW,Polo,1.2,Petrol,2001,127723,3223,25,0.03,127723,Small,536
Toyota,Yaris,1.0,Hybrid,2005,74649,7671,21,0.1,74649,Small,537
Ford,Mondeo,2.0,Diesel,2019,34940,38517,7,1.1,34940,Small,538
Toyota,Prius,1.4,Hybrid,1993,196617,2024,33,0.01,196617,Small,539
VW,Golf,1.4,Petrol,2002,127387,4427,24,0.03,127387,Small,540
Ford,Focus,1.0,Petrol,2011,85335,11093,15,0.13,85335,Small,541
Ford,Focus,1.4,Petrol,2003,88544,7528,23,0.09,88544,Small,542
Toyota,Prius,1.0,Hybrid,1992,176604,1903,34,0.01,176604,Small,543
Toyota,RAV4,1.8,Hybrid,2009,68833,21350,17,0.31,68833,Small,544
VW,Golf,1.2,Petrol,2010,99925,8602,16,0.09,99925,Small,545
BMW,Z4,2.4,Petrol,2004,68708,13326,22,0.19,68708,Medium,546
Toyota,RAV4,2.0,Hybrid,2004,129322,10382,22,0.08,129322,Small,547
Toyota,Yaris,1.4,Hybrid,2017,36461,25744,9,0.71,36461,Small,548
Toyota,Yaris,1.2,Petrol,2009,72738,9261,17,0.13,72738,Small,549
VW,Polo,1.4,Petrol,1993,217495,955,33,0.0,217495,Small,550
Toyota,RAV4,2.2,Hybrid,2016,28810,48228,10,1.67,28810,Medium,551
VW,Golf,1.4,Petrol,1992,253413,764,34,0.0,253413,Small,552
VW,Passat,1.6,Diesel,1989,341741,378,37,0.0,341741,Small,553
Ford,Focus,1.6,Petrol,1999,155679,3674,27,0.02,155679,Small,554
Ford,Mondeo,1.8,Diesel,2019,30787,37433,7,1.22,30787,Small,555
BMW,M5,5.0,Petrol,1996,140252,12001,30,0.09,140252,Large,556
Ford,Focus,1.0,Diesel,2012,36355,17093,14,0.47,36355,Small,557
Ford,Fiesta,1.0,Petrol,1986,331165,170,40,0.0,331165,Small,558
Toyota,Yaris,1.4,Petrol,2017,30382,22227,9,0.73,30382,Small,559
Porsche,718 Cayman,2.4,Petrol,1995,137976,5312,31,0.04,137976,Medium,560
VW,Passat,1.4,Diesel,2001,101907,6576,25,0.06,101907,Small,561
Toyota,Prius,1.8,Hybrid,1991,173990,2443,35,0.01,173990,Small,562
Ford,Fiesta,1.0,Petrol,2004,138953,3203,22,0.02,138953,Small,563
VW,Passat,2.0,Diesel,2007,163156,7234,19,0.04,163156,Small,564
Ford,Focus,1.6,Petrol,2018,45204,29130,8,0.64,45204,Small,565
VW,Passat,2.0,Diesel,2022,7782,57759,4,7.42,7782,Small,566
VW,Golf,1.6,Petrol,2011,69205,13162,15,0.19,69205,Small,567
Toyota,Prius,1.0,Hybrid,2006,51828,12372,20,0.24,51828,Small,568
VW,Golf,2.0,Petrol,2000,92303,6024,26,0.07,92303,Small,569
VW,Golf,1.6,Petrol,2005,145351,5011,21,0.03,145351,Small,570
Ford,Fiesta,1.2,Petrol,2004,138699,3516,22,0.03,138699,Small,571
Toyota,Prius,1.8,Hybrid,2006,42787,17550,20,0.41,42787,Small,572
Porsche,718 Cayman,2.4,Petrol,2001,136494,8020,25,0.06,136494,Medium,573
Toyota,Yaris,1.0,Hybrid,2019,28087,26099,7,0.93,28087,Small,574
VW,Polo,1.2,Petrol,2007,63991,7614,19,0.12,63991,Small,575
Toyota,Prius,1.4,Hybrid,2006,107304,9994,20,0.09,107304,Small,576
Toyota,Prius,1.4,Hybrid,2019,32176,39212,7,1.22,32176,Small,577
VW,Golf,1.4,Petrol,2007,103965,7384,19,0.07,103965,Small,578
VW,Golf,2.0,Petrol,1991,264040,774,35,0.0,264040,Small,579
Ford,Fiesta,1.4,Petrol,1998,117616,3002,28,0.03,117616,Small,580
Toyota,Yaris,1.2,Hybrid,2007,100478,8002,19,0.08,100478,Small,581
Toyota,Prius,1.4,Hybrid,2016,52086,28468,10,0.55,52086,Small,582
VW,Golf,1.6,Petrol,1992,152855,1981,34,0.01,152855,Small,583
Ford,Focus,1.8,Petrol,2010,31473,19668,16,0.62,31473,Small,584
Toyota,RAV4,2.2,Petrol,2005,101278,12003,21,0.12,101278,Medium,585
Ford,Focus,1.6,Hybrid,2016,27516,33957,10,1.23,27516,Small,586
VW,Golf,2.0,Diesel,2018,28407,31722,8,1.12,28407,Small,587
Ford,Mondeo,1.8,Diesel,2001,187542,3537,25,0.02,187542,Small,588
VW,Polo,2.0,Petrol,1988,160189,1345,38,0.01,160189,Small,589
Toyota,Yaris,1.4,Hybrid,2014,47951,19664,12,0.41,47951,Small,590
Toyota,Prius,1.8,Hybrid,1995,259370,1485,31,0.01,259370,Small,591
Ford,Fiesta,1.2,Petrol,2006,150801,3643,20,0.02,150801,Small,592
VW,Polo,1.2,Petrol,2008,97682,6448,18,0.07,97682,Small,593
VW,Passat,2.0,Diesel,2012,99767,16624,14,0.17,99767,Small,594
Porsche,Cayenne,3.5,Petrol,1987,317546,888,39,0.0,317546,Large,595
Ford,Mondeo,1.6,Petrol,2003,71971,8941,23,0.12,71971,Small,596
Toyota,RAV4,2.0,Hybrid,2000,115704,8835,26,0.08,115704,Small,597
Ford,Focus,1.6,Petrol,2007,91299,10304,19,0.11,91299,Small,598
VW,Polo,1.0,Petrol,2015,27980,14774,11,0.53,27980,Small,599
Ford,Mondeo,2.0,Petrol,2004,137798,6570,22,0.05,137798,Small,600
Ford,Mondeo,1.8,Diesel,2014,38215,25681,12,0.67,38215,Small,601
Toyota,Prius,1.4,Hybrid,1994,266923,1142,32,0.0,266923,Small,602
VW,Polo,1.0,Petrol,2008,46493,8303,18,0.18,46493,Small,603
Toyota,Prius,1.0,Hybrid,2003,122382,6167,23,0.05,122382,Small,604
VW,Polo,1.6,Petrol,2004,172952,3141,22,0.02,172952,Small,605
BMW,Z4,2.2,Petrol,1994,79111,6105,32,0.08,79111,Medium,606
Toyota,RAV4,1.8,Hybrid,1994,203902,2705,32,0.01,203902,Small,607
Ford,Focus,1.0,Petrol,2018,34297,24582,8,0.72,34297,Small,608
Porsche,911,3.0,Petrol,2007,160305,19433,19,0.12,160305,Medium,609
Toyota,Yaris,1.0,Hybrid,1996,35867,5384,30,0.15,35867,Small,610
Ford,Fiesta,1.2,Diesel,2011,86587,8723,15,0.1,86587,Small,611
Porsche,Cayenne,3.0,Diesel,2018,14658,78873,8,5.38,14658,Medium,612
Ford,Focus,1.4,Petrol,2020,31287,33821,6,1.08,31287,Small,613
VW,Polo,1.2,Petrol,1998,178757,1735,28,0.01,178757,Small,614
Toyota,Yaris,1.4,Petrol,1994,53883,4162,32,0.08,53883,Small,615
Ford,Mondeo,1.6,Diesel,2018,10870,36852,8,3.39,10870,Small,616
Toyota,Prius,1.4,Hybrid,2005,82356,11191,21,0.14,82356,Small,617
VW,Polo,1.6,Petrol,1998,120898,3212,28,0.03,120898,Small,618
BMW,Z4,2.0,Petrol,1991,241081,1258,35,0.01,241081,Small,619
Ford,Fiesta,1.4,Petrol,1988,289688,342,38,0.0,289688,Small,620
Porsche,718 Cayman,2.4,Petrol,1997,246989,2355,29,0.01,246989,Medium,621
BMW,X3,2.0,Petrol,1985,142992,2076,41,0.01,142992,Small,622
VW,Passat,1.8,Diesel,2011,64697,18821,15,0.29,64697,Small,623
BMW,M5,4.4,Petrol,1998,161830,10780,28,0.07,161830,Large,624
Ford,Focus,1.4,Petrol,2018,28024,30158,8,1.08,28024,Small,625
BMW,Z4,3.0,Petrol,1996,156682,4509,30,0.03,156682,Medium,626
Ford,Fiesta,1.0,Petrol,2009,93538,6317,17,0.07,93538,Small,627
Toyota,Yaris,1.0,Petrol,2019,14288,23473,7,1.64,14288,Small,628
Ford,Focus,2.0,Petrol,2006,81822,11520,20,0.14,81822,Small,629
Toyota,RAV4,2.0,Hybrid,1986,215481,1508,40,0.01,215481,Small,630
BMW,Z4,2.2,Petrol,2019,28754,44415,7,1.54,28754,Medium,631
VW,Passat,1.4,Diesel,2004,80705,9344,22,0.12,80705,Small,632
VW,Golf,2.0,Diesel,2009,60524,14316,17,0.24,60524,Small,633
VW,Passat,1.4,Diesel,2002,113879,6429,24,0.06,113879,Small,634
Ford,Mondeo,1.6,Diesel,2012,85455,15593,14,0.18,85455,Small,635
VW,Golf,1.2,Petrol,2019,5596,28309,7,5.06,5596,Small,636
Ford,Mondeo,1.8,Hybrid,2015,55395,28228,11,0.51,55395,Small,637
Toyota,Yaris,1.2,Petrol,2000,136312,3178,26,0.02,136312,Small,638
Ford,Mondeo,1.8,Petrol,1999,108377,5607,27,0.05,108377,Small,639
BMW,M5,5.0,Petrol,2011,76754,52387,15,0.68,76754,Large,640
VW,Passat,1.6,Diesel,1995,206056,2007,31,0.01,206056,Small,641
Toyota,RAV4,2.0,Hybrid,2000,148540,6818,26,0.05,148540,Small,642
Ford,Fiesta,1.2,Petrol,2018,23754,19725,8,0.83,23754,Small,643
Porsche,Cayenne,3.0,Petrol,1995,222539,3410,31,0.02,222539,Medium,644
VW,Golf,1.2,Diesel,2014,39321,17658,12,0.45,39321,Small,645
VW,Polo,1.2,Petrol,2003,138515,3381,23,0.02,138515,Small,646
Toyota,RAV4,2.0,Hybrid,2012,59725,29179,14,0.49,59725,Small,647
Toyota,RAV4,1.8,Hybrid,2008,102206,15805,18,0.15,102206,Small,648
Ford,Focus,2.0,Diesel,2010,83311,15630,16,0.19,83311,Small,649
Ford,Focus,1.4,Petrol,2018,41355,27892,8,0.67,41355,Small,650
Ford,Fiesta,1.2,Diesel,2021,17474,26189,5,1.5,17474,Small,651
Toyota,RAV4,2.2,Hybrid,1992,199804,2713,34,0.01,199804,Medium,652
VW,Polo,2.0,Petrol,2021,13577,33748,5,2.49,13577,Small,653
Ford,Fiesta,1.0,Petrol,2016,32446,14997,10,0.46,32446,Small,654
Toyota,RAV4,2.0,Hybrid,1997,130656,6443,29,0.05,130656,Small,655
Ford,Focus,1.4,Petrol,1994,118545,3311,32,0.03,118545,Small,656
Toyota,RAV4,1.8,Hybrid,2011,139810,14453,15,0.1,139810,Small,657
Toyota,Prius,1.0,Hybrid,2006,84312,9973,20,0.12,84312,Small,658
VW,Passat,1.6,Diesel,2002,83318,8585,24,0.1,83318,Small,659
Toyota,Yaris,1.4,Petrol,1986,183150,914,40,0.0,183150,Small,660
Ford,Focus,1.0,Petrol,2007,84337,8556,19,0.1,84337,Small,661
Porsche,Cayenne,3.0,Petrol,2002,114802,13435,24,0.12,114802,Medium,662
Toyota,RAV4,2.2,Hybrid,2009,67314,23843,17,0.35,67314,Medium,663
BMW,M5,5.0,Petrol,2000,122612,18006,26,0.15,122612,Large,664
VW,Golf,1.4,Petrol,1991,206254,1097,35,0.01,206254,Small,665
Toyota,RAV4,2.4,Hybrid,2018,26632,58275,8,2.19,26632,Medium,666
Porsche,718 Cayman,4.0,Petrol,1991,248160,2016,35,0.01,248160,Large,667
Ford,Mondeo,1.4,Petrol,1996,130905,3406,30,0.03,130905,Small,668
VW,Golf,1.2,Petrol,2004,98438,5829,22,0.06,98438,Small,669
Toyota,RAV4,2.2,Hybrid,2005,93525,15238,21,0.16,93525,Medium,670
Toyota,Yaris,1.4,Hybrid,1992,116353,2824,34,0.02,116353,Small,671
Ford,Fiesta,1.2,Petrol,1996,109619,2585,30,0.02,109619,Small,672
VW,Polo,1.6,Petrol,2001,129115,3681,25,0.03,129115,Small,673
Toyota,RAV4,2.0,Hybrid,2017,43027,45206,9,1.05,43027,Small,674
VW,Passat,2.0,Diesel,2015,48864,28657,11,0.59,48864,Small,675
Ford,Mondeo,1.8,Diesel,2012,81668,16982,14,0.21,81668,Small,676
Toyota,Prius,1.4,Hybrid,2018,29828,37183,8,1.25,29828,Small,677
VW,Golf,1.8,Petrol,1991,257172,783,35,0.0,257172,Small,678
